Year,BOM_id,Movie,W_01,W_02,W_03,W_04,W_05,W_06,W_07,W_08,W_09,W_10,W_11,W_12,W_13,W_14,W_15,W_16,W_17,W_18,W_19,W_20,W_21,W_22,W_23,W_24,W_25,W_26,W_27,W_28,W_29,W_30,W_31,W_32,W_33,W_34,W_35,W_36,W_37,W_38,W_39,W_40,W_41,W_42,W_43,W_44,W_45,W_46,W_47,W_48,W_49,W_50,W_51,W_52,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52
17,cars3,Cars 3,74707893,36482206,16907313,8767088,5230065,3333528,1652852,913251,529571,373387,240715,2605640,369101,212147,97376,69366,164025,114709,77817,53065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74707893,111190099,128097412,136864500,142094565,145428093,147080945,147994196,148523767,148897154,149137869,151743509,152112610,152324757,152422133,152491499,152655524,152770233,152848050,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115,152901115
17,split2017,Split,51730090,32386375,18855805,13593260,10159365,5228005,2659235,1747090,706565,259685,123795,97140,306970,162785,125420,149780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51730090,84116465,102972270,116565530,126724895,131952900,134612135,136359225,137065790,137325475,137449270,137546410,137853380,138016165,138141585,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365,138291365
17,transformers5,Transformers: The Last Knight,23795489,61307862,27513409,9491859,4328186,1797674,856834,460170,377372,239828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23795489,85103351,112616760,122108619,126436805,128234479,129091313,129551483,129928855,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683,130168683
17,fiftyshadesdarker,Fifty Shades Darker,68696455,27238760,10492100,4865920,2283250,668440,189085,147240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68696455,95935215,106427315,111293235,113576485,114244925,114434010,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250,114581250
17,pitchperfect3,Pitch Perfect 3,46490470,29266620,13242135,8513820,3838085,1739755,1039150,361510,200940,117825,87220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46490470,75757090,88999225,97513045,101351130,103090885,104130035,104491545,104692485,104810310,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530,104897530
17,murderorientexpress17,Murder on the Orient Express (2017),37928362,23264898,16879253,9535002,7175227,3939241,1281066,1102086,623226,393750,264078,183428,107391,79099,44084,26352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37928362,61193260,78072513,87607515,94782742,98721983,100003049,101105135,101728361,102122111,102386189,102569617,102677008,102756107,102800191,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543,102826543
17,kingsman2,Kingsman: The Golden Circle,49701588,22162837,12472615,7231892,4119946,2175174,1127356,563408,277821,152777,98022,70851,56967,7568,16016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49701588,71864425,84337040,91568932,95688878,97864052,98991408,99554816,99832637,99985414,100083436,100154287,100199005,100218822,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838,100234838
17,johnwick2,John Wick: Chapter Two,42192083,23220617,12728272,6582239,3867593,1803203,671914,314676,217537,248254,182796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42192083,65412700,78140972,84723211,88590804,90394007,91065921,91380597,91598134,91846388,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184,92029184
17,powerrangers16,Power Rangers (2017),50562170,18334072,8817506,3973304,1691456,1048595,301524,133943,267918,233962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50562170,68896242,77713748,81687052,83378508,84427103,84728627,84862570,85130488,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450,85364450
17,untitledstevenspielberg,The Post,1199041,950615,2339581,28552165,16644521,12298587,7352010,5272852,3038629,1810235,1381556,462643,205231,141145,88201,70414,41706,28292,13341,9514,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199041,2149656,4489237,33041402,49685923,61984510,69336520,74609372,77648001,79458236,80839792,81302435,81507666,81648811,81737012,81807426,81849132,81877424,81890765,81900279,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458,81903458
17,hitmansbodyguard,The Hitman's Bodyguard,29564004,15130210,15352793,6760033,4940939,2197149,906544,252213,112710,152015,99973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29564004,44694214,60047007,66807040,71747979,73945128,74851672,75103885,75216595,75368610,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583,75468583
17,captainunderpants,Captain Underpants: The First Epic Movie,32262512,18351148,10849516,6682617,2057747,627835,572862,754369,500066,342494,245175,138281,135131,178875,67754,57069,39959,19956,16850,3292,349,17143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32262512,50613660,61463176,68145793,70203540,70831375,71404237,72158606,72658672,73001166,73246341,73384622,73519753,73698628,73766382,73823441,73863410,73883366,73900216,73903508,73903857,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000,73921000
17,adogspurpose,A Dog's Purpose,22101265,13128410,9885835,8893095,4448965,2242445,1755015,684200,393955,204050,184340,137475,97665,93480,71695,186730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22101265,35229675,45115510,54008605,58457570,60700015,62455030,63139230,63533185,63737235,63921575,64059050,64156715,64250195,64321890,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620,64508620
17,ninjago,The LEGO Ninjago Movie,23556065,13517598,10189026,5220813,2700248,1535073,1003837,960981,387283,210631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23556065,37073663,47262689,52483502,55183750,56718823,57722660,58683641,59070924,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555,59281555
17,theshack,The Shack,22218691,14265939,8802414,5627963,2943871,1565182,1006629,401025,249417,123092,182195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22218691,36484630,45287044,50915007,53858878,55424060,56430689,56831714,57081131,57204223,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418,57386418
17,blumhousehorror2018,Happy Death Day,31309365,11986160,6857980,3488100,1531585,330140,84420,53530,42565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31309365,43295525,50153505,53641605,55173190,55503330,55587750,55641280,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845,55683845
17,thecoldestcity,Atomic Blonde,25880375,12366850,6731630,3191580,1310945,1269890,429445,274100,119110,113945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25880375,38247225,44978855,48170435,49481380,50751270,51180715,51454815,51573925,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870,51687870
17,darktower,The Dark Tower,26430764,11453614,5435197,2512319,2321567,1011644,990370,274673,160982,78054,32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26430764,37884378,43319575,45831894,48153461,49165105,50155475,50430148,50591130,50669184,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325,50701325
17,amadeahalloween2,Tyler Perry's Boo 2! A Madea Halloween,25521643,12786780,5542040,2327877,664792,215746,126751,133943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25521643,38308423,43850463,46178340,46843132,47058878,47185629,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572,47319572
17,greatwall,The Great Wall,25705640,12055665,4809780,1886555,456640,144335,98490,71805,73205,59695,52475,55830,42590,19240,8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25705640,37761305,42571085,44457640,44914280,45058615,45157105,45228910,45302115,45361810,45414285,45470115,45512705,45531945,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830,45540830
17,goinginsty2017,Going in Style (2017),17030478,9730365,6978927,4961148,2611489,1460410,846099,396413,353901,288814,144485,104406,71368,40238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17030478,26760843,33739770,38700918,41312407,42772817,43618916,44015329,44369230,44658044,44802529,44906935,44978303,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541,45018541
17,xxx3,xXx: The Return of Xander Cage,25237750,11087137,5287161,2256298,638708,193068,53991,144300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25237750,36324887,41612048,43868346,44507054,44700122,44754113,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413,44898413
17,thebigsick,The Big Sick,556490,2713833,5166501,11102554,7505276,4719774,3179420,2121582,1415963,1074066,1993435,620427,431786,142362,60244,31198,37556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556490,3270323,8436824,19539378,27044654,31764428,34943848,37065430,38481393,39555459,41548894,42169321,42601107,42743469,42803713,42834911,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467,42872467
17,thelamb,The Star,15157196,8122457,5324393,4996174,3491705,2387128,828546,174226,160107,90681,64957,35699,19555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15157196,23279653,28604046,33600220,37091925,39479053,40307599,40481825,40641932,40732613,40797570,40833269,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824,40852824
17,kingarthur2016,King Arthur: Legend of the Sword,20351221,10303981,5347755,1757606,670911,157243,142616,215703,138256,89774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20351221,30655202,36002957,37760563,38431474,38588717,38731333,38947036,39085292,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066,39175066
17,americanassassin,American Assassin,19929459,8619122,4512696,2021232,726657,227335,99605,113568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19929459,28548581,33061277,35082509,35809166,36036501,36136106,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674,36249674
17,everythingeverything,"Everything, Everything",15356113,9625474,5130365,2683016,632368,250590,74137,172315,125775,70987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15356113,24981587,30111952,32794968,33427336,33677926,33752063,33924378,34050153,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140,34121140
