Year,BOM_id,Movie,W_01,W_02,W_03,W_04,W_05,W_06,W_07,W_08,W_09,W_10,W_11,W_12,W_13,W_14,W_15,W_16,W_17,W_18,W_19,W_20,W_21,W_22,W_23,W_24,W_25,W_26,W_27,W_28,W_29,W_30,W_31,W_32,W_33,W_34,W_35,W_36,W_37,W_38,W_39,W_40,W_41,W_42,W_43,W_44,W_45,W_46,W_47,W_48,W_49,W_50,W_51,W_52,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52
2018,readyplayerone,Ready Player One,11946275,59914250,31542273,15278528,9566892,3496286,1926415,1255691,520139,362409,391635,323736,208543,153442,131941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11946275,71860525,103402798,118681326,128248218,131744504,133670919,134926610,135446749,135809158,136200793,136524529,136733072,136886514,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455,137018455
2018,thenun,The Nun,66876325,23768982,12937741,7174262,3797736,1775917,557430,259737,167641,85309,49039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66876325,90645307,103583048,110757310,114555046,116330963,116888393,117148130,117315771,117401080,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119,117450119
2018,theequalizer2,The Equalizer 2,50231345,20824920,13089663,7772956,4101448,2881030,2185396,717052,280552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50231345,71056265,84145928,91918884,96020332,98901362,101086758,101803810,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362,102084362
2018,fiftyshadesfreed,Fifty Shades Freed,59191455,23454325,9643680,4725135,2001705,895420,422935,73105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59191455,82645780,92289460,97014595,99016300,99911720,100334655,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760,100407760
2018,newlinetentpole2018,Rampage (2018),45600066,25225491,9338753,6200353,4558666,2171686,1396194,943183,730472,424316,1210922,823837,455006,74009,192996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45600066,70825557,80164310,86364663,90923329,93095015,94491209,95434392,96164864,96589180,97800102,98623939,99078945,99152954,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950,99345950
2018,icanonlyimagine,I Can Only Imagine,24479491,20345846,15901865,10424363,5812337,3342683,1162282,634502,544198,256842,183758,108200,97017,83629,55914,36932,12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24479491,44825337,60727202,71151565,76963902,80306585,81468867,82103369,82647567,82904409,83086918,83196367,83293384,83377013,83432927,83469859,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352,83482352
2018,nightschool2018,Night School (2018),34476355,17332595,10097875,6290200,4198190,2601530,1269945,465865,165685,131865,105625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34476355,51808950,61906825,68197025,72395215,74996745,76266690,76732555,76898240,77030105,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730,77135730
2018,gamenight,Game Night,22827766,14312866,11463552,8049351,5876012,3614123,1400284,461244,259783,212796,155630,145086,81107,56741,35245,27736,21691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22827766,37140632,48604184,56653535,62529547,66143670,67543954,68005198,68264981,68477777,68633407,68778493,68859600,68916341,68951586,68979322,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013,69001013
2018,thehousewithaclockinitswalls,The House With A Clock In Its Walls,32253225,15503335,10518940,4912090,2285425,1349135,683830,395195,260805,149555,75550,56505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32253225,47756560,58275500,63187590,65473015,66822150,67505980,67901175,68161980,68311535,68387085,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590,68443590
2018,insidious4,Insidious: The Last Key,36241140,16543125,7476035,4030660,1881060,875455,204080,96340,82700,74720,37205,18170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36241140,52784265,60260300,64290960,66172020,67047475,67251555,67347895,67430595,67505315,67542520,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690,67560690
2018,pacificrim2,Pacific Rim Uprising,36465820,13547240,6141075,1932605,750220,147775,117070,83910,51750,48005,25345,19610,16050,152300,49250,35045,1730,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36465820,50010060,56154135,58086740,58836960,58984735,59101805,59185715,59237465,59285470,59310815,59330425,59346475,59498775,59548025,59583070,59584800,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110,59587110
2018,dcfilm0318,Tomb Raider,31318108,14475117,7350865,2622479,651875,378154,138913,178692,153301,92486,61725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31318108,45793225,53144090,55766569,56418444,56796598,56935511,57114203,57267504,57359990,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715,57421715
2018,tag,Tag,22167545,13085263,9972873,4816276,2100826,1126392,464432,287025,189883,159569,81760,76407,19219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22167545,35252808,45225681,50041957,52142783,53269175,53733607,54020632,54210515,54370084,54451844,54528251,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470,54547470
2018,nutcrackerandthefourrealms,The Nutcracker and the Four Realms,25691534,13501156,7208492,3358727,1820285,1521605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25691534,39192690,46401182,49759909,51580194,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799,53101799
2018,thepredator,The Predator (2018),31735122,12199129,5151638,1404032,297238,89322,63075,41941,23583,13319,6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31735122,43934251,49085889,50489921,50787159,50876481,50939556,50981497,51005080,51018399,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708,51024708
2018,sicario2,Sicario: Day of the Soldado,28002070,11348275,5855308,2845221,1021516,520375,153839,126297,80927,68835,30003,19569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28002070,39350345,45205653,48050874,49072390,49592765,49746604,49872901,49953828,50022663,50052666,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235,50072235
2018,blackkklansman,BlacKkKlansman,16009490,10684050,7499285,6695705,3762420,1829400,903830,630130,257650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009490,26693540,34192825,40888530,44650950,46480350,47384180,48014310,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960,48271960
2018,goosebumps2,Goosebumps 2: Haunted Halloween,19089812,11758997,9283507,4848528,1248283,213838,57121,161332,26163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19089812,30848809,40132316,44980844,46229127,46442965,46500086,46661418,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581,46687581
2018,horsesoldiers2018,12 Strong,21124610,11468943,6676626,3878027,1360729,511827,220388,89825,112330,56859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21124610,32593553,39270179,43148206,44508935,45020762,45241150,45330975,45443305,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164,45500164
2018,firstman,First Man,21435050,11508030,6846790,3022835,1288605,345710,160595,108460,86960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21435050,32943080,39789870,42812705,44101310,44447020,44607615,44716075,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035,44803035
2018,acrimony,Tyler Perry's Acrimony,23284580,10890897,4839406,2567660,905748,546785,283273,99081,56792,74874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23284580,34175477,39014883,41582543,42488291,43035076,43318349,43417430,43474222,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096,43549096
2018,uncledrew,Uncle Drew,23323620,10143420,5035434,2389197,795145,280430,119192,145860,96853,91438,49357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23323620,33467040,38502474,40891671,41686816,41967246,42086438,42232298,42329151,42420589,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946,42469946
2018,untitledgregberlantifilm,"Love, Simon",15895601,11445231,7436432,3491737,1443401,655502,180712,107943,64237,85463,14377,3291,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15895601,27340832,34777264,38269001,39712402,40367904,40548616,40656559,40720796,40806259,40820636,40823927,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341,40826341
2018,widows,Widows,17630960,11029285,6395561,4559850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17630960,28660245,35055806,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656,39615656
2018,1517toparis,The 15:17 to Paris,17747717,10910035,4890464,1960169,374505,117132,120858,79316,50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17747717,28657752,33548216,35508385,35882890,36000022,36120880,36200196,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957,36250957
2018,sonyeventfilm2017,Alpha,14560574,8361646,7020298,3398499,1481553,516176,207388,70104,36859,74506,43611,37223,30128,18616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14560574,22922220,29942518,33341017,34822570,35338746,35546134,35616238,35653097,35727603,35771214,35808437,35838565,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181,35857181
2018,deathwish2017,Death Wish (2018),17275301,9306384,4816437,1703735,461889,156115,109150,66325,33201,29605,24677,19314,14895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17275301,26581685,31398122,33101857,33563746,33719861,33829011,33895336,33928537,33958142,33982819,34002133,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028,34017028
