,Movie_title,Year,Genre,Average_Rating,Tomatometer,RT_link,Audience_Rating,RT_link,IMDb,IMDb_link,Letterboxd,LB_link,Metascore,Ms_link
399,Captain Phillips,2013,"Biography, Drama, Thriller",84,94,https://www.rottentomatoes.com/m/captain_phillips/,89,https://www.rottentomatoes.com/m/captain_phillips/,78,https://www.imdb.com/title/tt1535109,74,https://flickmetrix.com/#,83,https://flickmetrix.com/#
400,E.T. the Extra-Terrestrial,1982,"Family, Sci-Fi",84,98,https://www.rottentomatoes.com/search/?search=E.T.%20the%20Extra-Terrestrial,72,https://www.rottentomatoes.com/search/?search=E.T.%20the%20Extra-Terrestrial,79,https://www.imdb.com/title/tt0083866,78,https://flickmetrix.com/#,91,https://flickmetrix.com/#
401,End of the Century,2003,"Documentary, Biography, Music",84,95,https://www.rottentomatoes.com/search/?search=End%20of%20the%20Century,93,https://www.rottentomatoes.com/search/?search=End%20of%20the%20Century,80,https://www.imdb.com/title/tt0368711,76,https://flickmetrix.com/#,74,https://flickmetrix.com/#
402,Glengarry Glen Ross,1992,"Crime, Drama, Mystery",84,94,https://www.rottentomatoes.com/m/glengarry_glen_ross/,88,https://www.rottentomatoes.com/m/glengarry_glen_ross/,78,https://www.imdb.com/title/tt0104348,78,https://flickmetrix.com/#,80,https://flickmetrix.com/#
403,Guardians of the Galaxy,2014,"Action, Adventure, Comedy, Sci-Fi",84,91,https://www.rottentomatoes.com/m/guardians_of_the_galaxy/,92,https://www.rottentomatoes.com/m/guardians_of_the_galaxy/,81,https://www.imdb.com/title/tt2015381,78,https://flickmetrix.com/#,76,https://flickmetrix.com/#
404,Leave No Trace,2018,Drama,84,100,https://www.rottentomatoes.com/m/leave_no_trace/,82,https://www.rottentomatoes.com/m/leave_no_trace/,72,https://www.imdb.com/title/tt3892172,76,https://flickmetrix.com/#,88,https://flickmetrix.com/#
405,Moana,2016,"Animation, Adventure, Comedy, Family, Fantasy, Musical",84,95,https://www.rottentomatoes.com/m/moana_2016/,89,https://www.rottentomatoes.com/m/moana_2016/,76,https://www.imdb.com/title/tt3521164,77,https://flickmetrix.com/#,81,https://flickmetrix.com/#
406,Restrepo,2010,"Documentary, War",84,96,https://www.rottentomatoes.com/search/?search=Restrepo,88,https://www.rottentomatoes.com/search/?search=Restrepo,75,https://www.imdb.com/title/tt1559549,74,https://flickmetrix.com/#,85,https://flickmetrix.com/#
407,Short Cuts,1993,"Comedy, Drama",84,95,https://www.rottentomatoes.com/m/short_cuts/,88,https://www.rottentomatoes.com/m/short_cuts/,77,https://www.imdb.com/title/tt0108122,79,https://flickmetrix.com/#,79,https://flickmetrix.com/#
408,Son of Saul,2015,"Drama, War",84,95,https://www.rottentomatoes.com/m/son_of_saul/,80,https://www.rottentomatoes.com/m/son_of_saul/,75,https://www.imdb.com/title/tt3808342,79,https://flickmetrix.com/#,89,https://flickmetrix.com/#
409,Sweet Sixteen,2002,"Crime, Drama",84,97,https://www.rottentomatoes.com/search/?search=Sweet%20Sixteen,88,https://www.rottentomatoes.com/search/?search=Sweet%20Sixteen,75,https://www.imdb.com/title/tt0313670,72,https://flickmetrix.com/#,86,https://flickmetrix.com/#
410,The Class,2008,Drama,84,95,https://www.rottentomatoes.com/search/?search=The%20Class,82,https://www.rottentomatoes.com/search/?search=The%20Class,75,https://www.imdb.com/title/tt1068646,74,https://flickmetrix.com/#,92,https://flickmetrix.com/#
411,The Death of Mr. Lazarescu,2005,Drama,84,93,https://www.rottentomatoes.com/search/?search=The%20Death%20of%20Mr.%20Lazarescu,81,https://www.rottentomatoes.com/search/?search=The%20Death%20of%20Mr.%20Lazarescu,80,https://www.imdb.com/title/tt0456149,78,https://flickmetrix.com/#,86,https://flickmetrix.com/#
412,The Endurance,2000,"Documentary, History",84,95,https://www.rottentomatoes.com/m/the-endurance,86,https://www.rottentomatoes.com/m/the-endurance,79,https://www.imdb.com/title/tt0264578,73,https://flickmetrix.com/#,85,https://flickmetrix.com/#
413,The Graduate,1967,"Comedy, Drama, Romance",84,89,https://www.rottentomatoes.com/m/graduate/,90,https://www.rottentomatoes.com/m/graduate/,80,https://www.imdb.com/title/tt0061722,82,https://flickmetrix.com/#,77,https://flickmetrix.com/#
414,The Little Mermaid,1989,"Animation, Family, Fantasy, Musical, Romance",84,92,https://www.rottentomatoes.com/m/the_little_mermaid_1989/,88,https://www.rottentomatoes.com/m/the_little_mermaid_1989/,76,https://www.imdb.com/title/tt0097757,74,https://flickmetrix.com/#,88,https://flickmetrix.com/#
415,The Salesman,2016,"Drama, Thriller",84,96,https://www.rottentomatoes.com/search/?search=The%20Salesman,83,https://www.rottentomatoes.com/search/?search=The%20Salesman,78,https://www.imdb.com/title/tt5186714,76,https://flickmetrix.com/#,85,https://flickmetrix.com/#
416,Three Identical Strangers,2018,"Documentary, Biography, Drama, Mystery",84,96,https://www.rottentomatoes.com/m/three_identical_strangers/,89,https://www.rottentomatoes.com/m/three_identical_strangers/,78,https://www.imdb.com/title/tt7664504,74,https://flickmetrix.com/#,81,https://flickmetrix.com/#
417,Wadjda,2012,"Comedy, Drama",84,99,https://www.rottentomatoes.com/m/wadjda_2013/,88,https://www.rottentomatoes.com/m/wadjda_2013/,75,https://www.imdb.com/title/tt2258858,75,https://flickmetrix.com/#,81,https://flickmetrix.com/#
418,Winged Migration,2001,Documentary,84,96,https://www.rottentomatoes.com/search/?search=Winged%20Migration,87,https://www.rottentomatoes.com/search/?search=Winged%20Migration,80,https://www.imdb.com/title/tt0301727,73,https://flickmetrix.com/#,82,https://flickmetrix.com/#
419,Enron: The Smartest Guys in the Room,2005,Documentary,84,98,https://www.rottentomatoes.com/m/enron_the_smartest_guys_in_the_room/,86,https://www.rottentomatoes.com/m/enron_the_smartest_guys_in_the_room/,77,https://www.imdb.com/title/tt1016268,73,https://flickmetrix.com/#,,https://flickmetrix.com/#
420,Fantasia,1940,"Animation, Family, Fantasy, Music",84,96,https://www.rottentomatoes.com/m/fantasia/,83,https://www.rottentomatoes.com/m/fantasia/,78,https://www.imdb.com/title/tt0032455,77,https://flickmetrix.com/#,,https://flickmetrix.com/#
421,Short Term 12,2008,"Short, Drama",84,98,https://www.rottentomatoes.com/search/?search=Short%20Term%2012,93,https://www.rottentomatoes.com/search/?search=Short%20Term%2012,74,https://www.imdb.com/title/tt1299384,69,https://flickmetrix.com/#,,https://flickmetrix.com/#
422,Blood Simple.,1984,"Crime, Drama, Thriller",83,94,https://www.rottentomatoes.com/search/?search=Blood%20Simple.,88,https://www.rottentomatoes.com/search/?search=Blood%20Simple.,76,https://www.imdb.com/title/tt0086979,78,https://flickmetrix.com/#,81,https://flickmetrix.com/#
423,Columbus,2017,Drama,83,97,https://www.rottentomatoes.com/m/columbus_2017/,80,https://www.rottentomatoes.com/m/columbus_2017/,73,https://www.imdb.com/title/tt5990474,78,https://flickmetrix.com/#,89,https://flickmetrix.com/#
424,Fruitvale Station,2013,"Biography, Drama, Romance",83,94,https://www.rottentomatoes.com/m/fruitvale_station/,87,https://www.rottentomatoes.com/m/fruitvale_station/,75,https://www.imdb.com/title/tt2334649,76,https://flickmetrix.com/#,85,https://flickmetrix.com/#
425,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy, Mystery",83,90,https://www.rottentomatoes.com/search/?search=Harry%20Potter%20and%20the%20Prisoner%20of%20Azkaban,86,https://www.rottentomatoes.com/search/?search=Harry%20Potter%20and%20the%20Prisoner%20of%20Azkaban,79,https://www.imdb.com/title/tt0304141,80,https://flickmetrix.com/#,82,https://flickmetrix.com/#
426,Ida,2013,Drama,83,96,https://www.rottentomatoes.com/m/ida_2013/,79,https://www.rottentomatoes.com/m/ida_2013/,74,https://www.imdb.com/title/tt2718492,77,https://flickmetrix.com/#,91,https://flickmetrix.com/#
427,Incredibles 2,2018,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",83,94,https://www.rottentomatoes.com/m/incredibles_2/,86,https://www.rottentomatoes.com/m/incredibles_2/,79,https://www.imdb.com/title/tt3606756,78,https://flickmetrix.com/#,80,https://flickmetrix.com/#
428,Iron Man,2008,"Action, Adventure, Sci-Fi",83,93,https://www.rottentomatoes.com/search/?search=Iron%20Man,91,https://www.rottentomatoes.com/search/?search=Iron%20Man,79,https://www.imdb.com/title/tt0371746,75,https://flickmetrix.com/#,79,https://flickmetrix.com/#
429,Mafioso,1962,"Comedy, Crime, Drama",83,96,https://www.rottentomatoes.com/search/?search=Mafioso,81,https://www.rottentomatoes.com/search/?search=Mafioso,77,https://www.imdb.com/title/tt0056210,75,https://flickmetrix.com/#,88,https://flickmetrix.com/#
430,Maria Full of Grace,2004,"Crime, Drama",83,97,https://www.rottentomatoes.com/search/?search=Maria%20Full%20of%20Grace,87,https://www.rottentomatoes.com/search/?search=Maria%20Full%20of%20Grace,75,https://www.imdb.com/title/tt0390221,71,https://flickmetrix.com/#,87,https://flickmetrix.com/#
431,McQueen,2018,"Documentary, Biography",83,99,https://www.rottentomatoes.com/m/mcqueen/,79,https://www.rottentomatoes.com/m/mcqueen/,80,https://www.imdb.com/title/tt6510332,75,https://flickmetrix.com/#,84,https://flickmetrix.com/#
432,Milk,2008,"Biography, Drama",83,94,https://www.rottentomatoes.com/search/?search=Milk,89,https://www.rottentomatoes.com/search/?search=Milk,76,https://www.imdb.com/title/tt1013753,74,https://flickmetrix.com/#,84,https://flickmetrix.com/#
433,Mommy,2014,Drama,83,89,https://www.rottentomatoes.com/search/?search=Mommy,89,https://www.rottentomatoes.com/search/?search=Mommy,81,https://www.imdb.com/title/tt3612616,84,https://flickmetrix.com/#,74,https://flickmetrix.com/#
434,Moneyball,2011,"Biography, Drama, Sport",83,94,https://www.rottentomatoes.com/m/moneyball/,86,https://www.rottentomatoes.com/m/moneyball/,76,https://www.imdb.com/title/tt1210166,74,https://flickmetrix.com/#,87,https://flickmetrix.com/#
435,Mulholland Drive,2001,"Drama, Mystery, Thriller",83,83,https://www.rottentomatoes.com/m/mulholland_dr,87,https://www.rottentomatoes.com/m/mulholland_dr,80,https://www.imdb.com/title/tt0166924,84,https://flickmetrix.com/#,83,https://flickmetrix.com/#
436,Mystic River,2003,"Crime, Drama, Mystery, Thriller",83,88,https://www.rottentomatoes.com/search/?search=Mystic%20River,89,https://www.rottentomatoes.com/search/?search=Mystic%20River,80,https://www.imdb.com/title/tt0327056,76,https://flickmetrix.com/#,84,https://flickmetrix.com/#
437,Oldboy,2003,"Action, Drama, Mystery, Thriller",83,80,https://www.rottentomatoes.com/search/?search=Oldboy,94,https://www.rottentomatoes.com/search/?search=Oldboy,84,https://www.imdb.com/title/tt0364569,85,https://flickmetrix.com/#,74,https://flickmetrix.com/#
438,Sideways,2004,"Comedy, Drama, Romance",83,96,https://www.rottentomatoes.com/search/?search=Sideways,78,https://www.rottentomatoes.com/search/?search=Sideways,75,https://www.imdb.com/title/tt0375063,74,https://flickmetrix.com/#,94,https://flickmetrix.com/#
439,The Devil and Daniel Johnston,2005,"Documentary, Biography, Music",83,89,https://www.rottentomatoes.com/search/?search=The%20Devil%20and%20Daniel%20Johnston,91,https://www.rottentomatoes.com/search/?search=The%20Devil%20and%20Daniel%20Johnston,80,https://www.imdb.com/title/tt0436231,80,https://flickmetrix.com/#,77,https://flickmetrix.com/#
440,The Edge of Heaven,2007,Drama,83,90,https://www.rottentomatoes.com/search/?search=The%20Edge%20of%20Heaven,89,https://www.rottentomatoes.com/search/?search=The%20Edge%20of%20Heaven,78,https://www.imdb.com/title/tt0880502,75,https://flickmetrix.com/#,85,https://flickmetrix.com/#
441,The Martian,2015,"Adventure, Drama, Sci-Fi",83,91,https://www.rottentomatoes.com/m/the_martian/,91,https://www.rottentomatoes.com/m/the_martian/,80,https://www.imdb.com/title/tt3659388,75,https://flickmetrix.com/#,80,https://flickmetrix.com/#
442,Volver,2006,"Comedy, Crime, Drama, Mystery",83,91,https://www.rottentomatoes.com/search/?search=Volver,89,https://www.rottentomatoes.com/search/?search=Volver,76,https://www.imdb.com/title/tt0441909,77,https://flickmetrix.com/#,84,https://flickmetrix.com/#
443,Who Framed Roger Rabbit,1988,"Animation, Adventure, Comedy, Crime, Family, Fantasy, Mystery",83,97,https://www.rottentomatoes.com/m/who_framed_roger_rabbit/,84,https://www.rottentomatoes.com/m/who_framed_roger_rabbit/,77,https://www.imdb.com/title/tt0096438,76,https://flickmetrix.com/#,83,https://flickmetrix.com/#
444,In the Name of the Father,2006,"Drama, War",83,94,https://www.rottentomatoes.com/search/?search=In%20the%20Name%20of%20the%20Father,95,https://www.rottentomatoes.com/search/?search=In%20the%20Name%20of%20the%20Father,61,https://www.imdb.com/title/tt1313230,,https://flickmetrix.com/#,,https://flickmetrix.com/#
445,A Film Unfinished,2010,"Documentary, Drama, History",83,97,https://www.rottentomatoes.com/m/film_unfinished/,86,https://www.rottentomatoes.com/m/film_unfinished/,73,https://www.imdb.com/title/tt1568923,72,https://flickmetrix.com/#,88,https://flickmetrix.com/#
446,Adaptation.,2002,"Comedy, Drama",83,91,https://www.rottentomatoes.com/search/?search=Adaptation.,85,https://www.rottentomatoes.com/search/?search=Adaptation.,77,https://www.imdb.com/title/tt0268126,80,https://flickmetrix.com/#,83,https://flickmetrix.com/#
447,Blue Is the Warmest Color,2013,"Drama, Romance",83,90,https://www.rottentomatoes.com/search/?search=Blue%20Is%20the%20Warmest%20Color,85,https://www.rottentomatoes.com/search/?search=Blue%20Is%20the%20Warmest%20Color,78,https://www.imdb.com/title/tt2278871,75,https://flickmetrix.com/#,88,https://flickmetrix.com/#
448,Dazed and Confused,1993,Comedy,83,93,https://www.rottentomatoes.com/search/?search=Dazed%20and%20Confused,90,https://www.rottentomatoes.com/search/?search=Dazed%20and%20Confused,77,https://www.imdb.com/title/tt0106677,78,https://flickmetrix.com/#,78,https://flickmetrix.com/#
449,Dead Poets Society,1989,"Comedy, Drama",83,84,https://www.rottentomatoes.com/m/dead_poets_society/,92,https://www.rottentomatoes.com/m/dead_poets_society/,81,https://www.imdb.com/title/tt0097165,80,https://flickmetrix.com/#,79,https://flickmetrix.com/#
450,Deep Water,2006,"Documentary, History, Sport",83,96,https://www.rottentomatoes.com/search/?search=Deep%20Water,87,https://www.rottentomatoes.com/search/?search=Deep%20Water,78,https://www.imdb.com/title/tt0460766,75,https://flickmetrix.com/#,80,https://flickmetrix.com/#
451,Isle of Dogs,2018,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",83,89,https://www.rottentomatoes.com/m/isle_of_dogs_2018/,88,https://www.rottentomatoes.com/m/isle_of_dogs_2018/,79,https://www.imdb.com/title/tt5104604,78,https://flickmetrix.com/#,82,https://flickmetrix.com/#
452,Mudbound,2017,"Drama, War",83,97,https://www.rottentomatoes.com/m/mudbound/,85,https://www.rottentomatoes.com/m/mudbound/,74,https://www.imdb.com/title/tt2396589,75,https://flickmetrix.com/#,85,https://flickmetrix.com/#
453,Pride,2014,"Biography, Comedy, Drama, History, Romance",83,91,https://www.rottentomatoes.com/m/pride_2014/,89,https://www.rottentomatoes.com/m/pride_2014/,78,https://www.imdb.com/title/tt3169706,79,https://flickmetrix.com/#,79,https://flickmetrix.com/#
454,Revanche,2008,"Crime, Drama, Romance, Thriller",83,96,https://www.rottentomatoes.com/search/?search=Revanche,82,https://www.rottentomatoes.com/search/?search=Revanche,76,https://www.imdb.com/title/tt1173745,78,https://flickmetrix.com/#,84,https://flickmetrix.com/#
455,Stories We Tell,2012,Documentary,83,94,https://www.rottentomatoes.com/m/stories_we_tell/,78,https://www.rottentomatoes.com/m/stories_we_tell/,76,https://www.imdb.com/title/tt2366450,77,https://flickmetrix.com/#,91,https://flickmetrix.com/#
456,The Station Agent,2003,"Comedy, Drama",83,94,https://www.rottentomatoes.com/search/?search=The%20Station%20Agent,89,https://www.rottentomatoes.com/search/?search=The%20Station%20Agent,77,https://www.imdb.com/title/tt0340377,75,https://flickmetrix.com/#,81,https://flickmetrix.com/#
457,Weekend,2011,"Drama, Romance",83,95,https://www.rottentomatoes.com/m/weekend_2011/,86,https://www.rottentomatoes.com/m/weekend_2011/,76,https://www.imdb.com/title/tt1714210,78,https://flickmetrix.com/#,81,https://flickmetrix.com/#
458,BlacKkKlansman,2018,"Biography, Comedy, Crime, Drama",83,95,https://www.rottentomatoes.com/m/blackkklansman/,82,https://www.rottentomatoes.com/m/blackkklansman/,76,https://www.imdb.com/title/tt7349662,79,https://flickmetrix.com/#,83,https://flickmetrix.com/#
459,Bonnie and Clyde,1967,"Action, Biography, Crime, Drama",83,88,https://www.rottentomatoes.com/m/bonnie_and_clyde/,88,https://www.rottentomatoes.com/m/bonnie_and_clyde/,79,https://www.imdb.com/title/tt0061418,79,https://flickmetrix.com/#,81,https://flickmetrix.com/#
460,City of Ghosts,2017,"Documentary, War",83,98,https://www.rottentomatoes.com/m/city_of_ghosts_2017/,82,https://www.rottentomatoes.com/m/city_of_ghosts_2017/,74,https://www.imdb.com/title/tt6333056,75,https://flickmetrix.com/#,86,https://flickmetrix.com/#
461,Donnie Darko,2001,"Drama, Sci-Fi, Thriller",83,87,https://www.rottentomatoes.com/m/donnie_darko,80,https://www.rottentomatoes.com/m/donnie_darko,81,https://www.imdb.com/title/tt0246578,79,https://flickmetrix.com/#,88,https://flickmetrix.com/#
462,Hidden Figures,2016,"Biography, Drama, History",83,93,https://www.rottentomatoes.com/m/hidden_figures/,93,https://www.rottentomatoes.com/m/hidden_figures/,78,https://www.imdb.com/title/tt4846340,77,https://flickmetrix.com/#,74,https://flickmetrix.com/#
463,Iron Man,1951,"Drama, Film-Noir, Sport",83,93,https://www.rottentomatoes.com/search/?search=Iron%20Man,91,https://www.rottentomatoes.com/search/?search=Iron%20Man,65,https://www.imdb.com/title/tt0043678,,https://flickmetrix.com/#,,https://flickmetrix.com/#
464,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",83,84,https://www.rottentomatoes.com/search/?search=Kill%20Bill:%20Vol.%202,89,https://www.rottentomatoes.com/search/?search=Kill%20Bill:%20Vol.%202,80,https://www.imdb.com/title/tt0378194,79,https://flickmetrix.com/#,83,https://flickmetrix.com/#
465,Last Days in Vietnam,2014,"Documentary, History, War",83,95,https://www.rottentomatoes.com/m/last_days_in_vietnam/,84,https://www.rottentomatoes.com/m/last_days_in_vietnam/,76,https://www.imdb.com/title/tt3279124,74,https://flickmetrix.com/#,86,https://flickmetrix.com/#
466,Lilya 4-Ever,2002,"Crime, Drama",83,85,https://www.rottentomatoes.com/search/?search=Lilya%204-Ever,91,https://www.rottentomatoes.com/search/?search=Lilya%204-Ever,79,https://www.imdb.com/title/tt0300140,78,https://flickmetrix.com/#,82,https://flickmetrix.com/#
467,Midnight Cowboy,1969,Drama,83,90,https://www.rottentomatoes.com/m/midnight_cowboy/,88,https://www.rottentomatoes.com/m/midnight_cowboy/,79,https://www.imdb.com/title/tt0064665,79,https://flickmetrix.com/#,79,https://flickmetrix.com/#
468,Nightcrawler,2014,"Crime, Drama, Thriller",83,95,https://www.rottentomatoes.com/m/nightcrawler/,85,https://www.rottentomatoes.com/m/nightcrawler/,79,https://www.imdb.com/title/tt2872718,80,https://flickmetrix.com/#,76,https://flickmetrix.com/#
469,Shrek,2001,"Animation, Adventure, Comedy, Family, Fantasy",83,88,https://www.rottentomatoes.com/m/shrek,90,https://www.rottentomatoes.com/m/shrek,79,https://www.imdb.com/title/tt0126029,74,https://flickmetrix.com/#,84,https://flickmetrix.com/#
470,Since Otar Left,2003,Drama,83,96,https://www.rottentomatoes.com/search/?search=Since%20Otar%20Left,88,https://www.rottentomatoes.com/search/?search=Since%20Otar%20Left,76,https://www.imdb.com/title/tt0336264,70,https://flickmetrix.com/#,85,https://flickmetrix.com/#
471,The Devil Came on Horseback,2007,Documentary,83,98,https://www.rottentomatoes.com/search/?search=The%20Devil%20Came%20on%20Horseback,91,https://www.rottentomatoes.com/search/?search=The%20Devil%20Came%20on%20Horseback,78,https://www.imdb.com/title/tt0912580,70,https://flickmetrix.com/#,78,https://flickmetrix.com/#
472,The Exorcist,1973,Horror,83,86,https://www.rottentomatoes.com/m/exorcist/,87,https://www.rottentomatoes.com/m/exorcist/,80,https://www.imdb.com/title/tt0070047,80,https://flickmetrix.com/#,82,https://flickmetrix.com/#
473,The Magdalene Sisters,2002,Drama,83,91,https://www.rottentomatoes.com/search/?search=The%20Magdalene%20Sisters,89,https://www.rottentomatoes.com/search/?search=The%20Magdalene%20Sisters,78,https://www.imdb.com/title/tt0318411,74,https://flickmetrix.com/#,83,https://flickmetrix.com/#
474,The Matrix,1999,"Action, Sci-Fi",83,88,https://www.rottentomatoes.com/m/matrix/,85,https://www.rottentomatoes.com/m/matrix/,87,https://www.imdb.com/title/tt0133093,82,https://flickmetrix.com/#,73,https://flickmetrix.com/#
475,The Piano,1993,"Drama, Music, Romance",83,90,https://www.rottentomatoes.com/search/?search=The%20Piano,86,https://www.rottentomatoes.com/search/?search=The%20Piano,76,https://www.imdb.com/title/tt0107822,74,https://flickmetrix.com/#,89,https://flickmetrix.com/#
476,Weiner,2016,Documentary,83,96,https://www.rottentomatoes.com/m/weiner/,83,https://www.rottentomatoes.com/m/weiner/,76,https://www.imdb.com/title/tt5278596,76,https://flickmetrix.com/#,84,https://flickmetrix.com/#
477,West Side Story,1961,"Crime, Drama, Musical, Romance",83,94,https://www.rottentomatoes.com/search/?search=West%20Side%20Story,84,https://www.rottentomatoes.com/search/?search=West%20Side%20Story,76,https://www.imdb.com/title/tt0055614,75,https://flickmetrix.com/#,86,https://flickmetrix.com/#
478,56 Up,2012,Documentary,83,99,https://www.rottentomatoes.com/search/?search=56%20Up,75,https://www.rottentomatoes.com/search/?search=56%20Up,79,https://www.imdb.com/title/tt2147134,78,https://flickmetrix.com/#,83,https://flickmetrix.com/#
479,Ai Weiwei: Never Sorry,2012,Documentary,83,97,https://www.rottentomatoes.com/m/ai_weiwei_never_sorry_2012/,87,https://www.rottentomatoes.com/m/ai_weiwei_never_sorry_2012/,76,https://www.imdb.com/title/tt1845773,73,https://flickmetrix.com/#,81,https://flickmetrix.com/#
480,Boy & the World,2013,"Animation, Adventure, Family",83,96,https://www.rottentomatoes.com/search/?search=Boy%20&%20the%20World,85,https://www.rottentomatoes.com/search/?search=Boy%20&%20the%20World,76,https://www.imdb.com/title/tt3183630,77,https://flickmetrix.com/#,80,https://flickmetrix.com/#
481,Carol,2015,"Drama, Romance",83,94,https://www.rottentomatoes.com/m/carol/,73,https://www.rottentomatoes.com/m/carol/,72,https://www.imdb.com/title/tt2402927,80,https://flickmetrix.com/#,95,https://flickmetrix.com/#
482,Eraserhead,1977,Horror,83,91,https://www.rottentomatoes.com/search/?search=Eraserhead,83,https://www.rottentomatoes.com/search/?search=Eraserhead,74,https://www.imdb.com/title/tt0074486,79,https://flickmetrix.com/#,87,https://flickmetrix.com/#
483,Evil Dead II,1987,"Comedy, Horror",83,98,https://www.rottentomatoes.com/m/evil_dead_2_dead_by_dawn/,89,https://www.rottentomatoes.com/m/evil_dead_2_dead_by_dawn/,78,https://www.imdb.com/title/tt0092991,80,https://flickmetrix.com/#,69,https://flickmetrix.com/#
484,Fight Club,1999,Drama,83,79,https://www.rottentomatoes.com/m/fight_club/,96,https://www.rottentomatoes.com/m/fight_club/,88,https://www.imdb.com/title/tt0137523,85,https://flickmetrix.com/#,66,https://flickmetrix.com/#
485,Godzilla,1954,"Drama, Horror, Sci-Fi, Thriller",83,93,https://www.rottentomatoes.com/search/?search=Godzilla,89,https://www.rottentomatoes.com/search/?search=Godzilla,76,https://www.imdb.com/title/tt0047034,78,https://flickmetrix.com/#,78,https://flickmetrix.com/#
486,Gone Girl,2014,"Crime, Drama, Mystery, Thriller",83,87,https://www.rottentomatoes.com/m/gone_girl/,87,https://www.rottentomatoes.com/m/gone_girl/,81,https://www.imdb.com/title/tt2267998,80,https://flickmetrix.com/#,79,https://flickmetrix.com/#
487,Groundhog Day,1993,"Comedy, Fantasy, Romance",83,96,https://www.rottentomatoes.com/m/groundhog_day/,88,https://www.rottentomatoes.com/m/groundhog_day/,80,https://www.imdb.com/title/tt0107048,78,https://flickmetrix.com/#,72,https://flickmetrix.com/#
488,Inside Llewyn Davis,2013,"Drama, Music",83,93,https://www.rottentomatoes.com/search/?search=Inside%20Llewyn%20Davis,74,https://www.rottentomatoes.com/search/?search=Inside%20Llewyn%20Davis,75,https://www.imdb.com/title/tt2042568,79,https://flickmetrix.com/#,93,https://flickmetrix.com/#
489,Jonestown: The Life and Death of Peoples Temple,2006,"Documentary, History",83,94,https://www.rottentomatoes.com/search/?search=Jonestown:%20The%20Life%20and%20Death%20of%20Peoples%20Temple,88,https://www.rottentomatoes.com/search/?search=Jonestown:%20The%20Life%20and%20Death%20of%20Peoples%20Temple,79,https://www.imdb.com/title/tt0762111,74,https://flickmetrix.com/#,79,https://flickmetrix.com/#
490,Jurassic Park,1993,"Adventure, Sci-Fi, Thriller",83,91,https://www.rottentomatoes.com/m/jurassic_park/,91,https://www.rottentomatoes.com/m/jurassic_park/,81,https://www.imdb.com/title/tt0107290,83,https://flickmetrix.com/#,68,https://flickmetrix.com/#
491,Monsieur Lazhar,2011,"Comedy, Drama",83,97,https://www.rottentomatoes.com/m/monsieur_lazhar_2011/,86,https://www.rottentomatoes.com/m/monsieur_lazhar_2011/,75,https://www.imdb.com/title/tt2011971,74,https://flickmetrix.com/#,82,https://flickmetrix.com/#
492,Nebraska,2013,"Adventure, Comedy, Drama",83,91,https://www.rottentomatoes.com/search/?search=Nebraska,83,https://www.rottentomatoes.com/search/?search=Nebraska,77,https://www.imdb.com/title/tt1821549,77,https://flickmetrix.com/#,86,https://flickmetrix.com/#
493,Phoenix,2014,"Drama, History, Music, Romance",83,98,https://www.rottentomatoes.com/m/phoenix_2015/,78,https://www.rottentomatoes.com/m/phoenix_2015/,73,https://www.imdb.com/title/tt2764784,76,https://flickmetrix.com/#,89,https://flickmetrix.com/#
494,Starred Up,2013,"Crime, Drama",83,99,https://www.rottentomatoes.com/m/starred_up/,84,https://www.rottentomatoes.com/m/starred_up/,74,https://www.imdb.com/title/tt2567712,76,https://flickmetrix.com/#,81,https://flickmetrix.com/#
495,Taxi,2015,"Comedy, Drama",83,96,https://www.rottentomatoes.com/m/jafar_panahis_taxi/,79,https://www.rottentomatoes.com/m/jafar_panahis_taxi/,73,https://www.imdb.com/title/tt4359416,75,https://flickmetrix.com/#,91,https://flickmetrix.com/#
496,The Band's Visit,2007,"Comedy, Drama, Music",83,98,https://www.rottentomatoes.com/search/?search=The%20Band%27s%20Visit,86,https://www.rottentomatoes.com/search/?search=The%20Band%27s%20Visit,76,https://www.imdb.com/title/tt1032856,74,https://flickmetrix.com/#,80,https://flickmetrix.com/#
497,The Breadwinner,2017,"Animation, Drama, Family, War",83,95,https://www.rottentomatoes.com/m/the_breadwinner/,86,https://www.rottentomatoes.com/m/the_breadwinner/,77,https://www.imdb.com/title/tt3901826,78,https://flickmetrix.com/#,78,https://flickmetrix.com/#
498,The Great Beauty,2013,Drama,83,91,https://www.rottentomatoes.com/search/?search=The%20Great%20Beauty,80,https://www.rottentomatoes.com/search/?search=The%20Great%20Beauty,78,https://www.imdb.com/title/tt2358891,79,https://flickmetrix.com/#,86,https://flickmetrix.com/#
499,The Past,2013,"Drama, Mystery",83,92,https://www.rottentomatoes.com/m/le_passe/,83,https://www.rottentomatoes.com/m/le_passe/,78,https://www.imdb.com/title/tt2404461,76,https://flickmetrix.com/#,85,https://flickmetrix.com/#
500,The Son,2002,"Drama, Mystery",83,88,https://www.rottentomatoes.com/search/?search=The%20Son,85,https://www.rottentomatoes.com/search/?search=The%20Son,77,https://www.imdb.com/title/tt0291172,78,https://flickmetrix.com/#,86,https://flickmetrix.com/#
